5.207445530411951573e-01,8.642197759492293851e-01,9.895439851109567586e-01
2.495592792409512262e-01,2.202244171309091225e-01,6.393406499478545557e-01
8.257582777229406368e-01,8.724269113681556442e-01,1.095617093746130255e+00
2.270446287058536239e-02,5.697601671010331659e-01,7.792894221660557896e-01
8.795007571519457557e-01,5.000388861517290895e-02,6.269087567217815904e-01
9.626563584932837925e-01,8.663979225515402449e-01,1.071153869943400005e+00
8.809651290443304417e-01,5.929617809588457744e-01,9.523608724478683785e-01
2.113041311002347156e-01,6.712872457405517634e-01,8.247716187067849480e-01
4.162432630949293166e-01,6.370026109273256854e-01,8.513259988981561888e-01
9.715536491103552441e-01,3.283159319436239620e-01,7.825380993284456466e-01
8.169064190088053401e-01,6.421935786963406390e-02,6.171787474974206322e-01
4.338221630343530588e-01,8.756402963454098520e-01,9.728521521211557221e-01
5.176389829104472984e-01,3.149839327264991606e-01,7.546021022914015663e-01
1.102131077641484991e-01,6.098456788747113055e-01,7.595470744429085874e-01
2.324827847946367987e-01,2.105986780251878354e-01,5.654623987259794760e-01
6.135651788645708482e-01,9.750666374211692800e-01,1.061099318834406668e+00
6.520112782619492675e-01,1.772043209628898497e-01,6.723198448737625066e-01
2.454881615412678464e-01,4.142007149916840936e-01,7.513853986220374592e-01
9.586077498199362390e-01,8.832638253763551717e-01,1.094408438469289813e+00
8.783514579398612465e-01,5.589741481299759229e-03,5.950160279531269136e-01
2.967228624781498292e-01,4.601965338272796524e-01,7.606849512034472571e-01
7.310967700152002369e-01,9.296048483297291165e-01,1.061334346998628053e+00
6.451662541130788187e-01,3.442053476856544725e-01,7.278319838972288069e-01
7.243519834753444631e-01,2.782113361320837086e-02,5.855142154700344603e-01
3.468313837182253057e-01,7.842932297046664170e-01,8.898181859132900939e-01
4.668572727794939592e-01,1.673576202121754841e-01,6.265715017406416898e-01
8.069899717005680762e-01,3.452601928939202924e-01,7.591408015667107101e-01
7.993583678461059217e-01,2.357086962766100635e-01,7.614696954425149711e-01
1.492460488656184303e-01,1.467891728870336365e-01,5.285883634469766834e-01
1.897070861816194665e-01,8.659346935390219713e-01,8.834963928088261920e-01
5.988394857416040606e-01,6.663282195879277614e-01,8.800224050799703157e-01
8.069252929046322187e-02,6.814903769324333060e-01,7.603886381315754228e-01
8.001241426935664647e-01,4.309614519968404389e-01,7.935814972898852515e-01
6.318134093291123410e-01,1.780459147272028808e-01,6.324453463215968796e-01
2.766790306825542833e-01,3.415681401596697420e-01,7.170408798208043333e-01
2.147926016399110960e-01,6.677409234813156402e-01,8.692056078822792964e-01
8.393596143059870451e-01,6.857023108818184332e-01,9.188537622629817658e-01
3.995775560129258830e-01,2.905942882417276163e-01,6.592119568576514377e-01
1.658140660973640435e-01,7.739086559640087071e-01,8.447647853328554834e-01
5.351666053632720965e-01,7.956381395817035962e-02,5.995372862824049909e-01
9.194592203811757791e-02,5.748202706358757075e-01,7.451473145649147867e-01
5.320958319841029294e-02,3.210398008814200344e-01,6.347811326643901797e-01
1.075174924263007092e-01,4.965604791052246059e-01,7.326814972297924777e-01
5.242658379077936859e-01,2.228144757141797827e-01,6.571310347639258698e-01
3.354822974178973682e-01,8.795229233035363192e-01,9.462695751676153400e-01
9.324155038944553775e-01,1.002189106334396840e-01,6.954981698411469848e-01
2.895215970775405490e-01,8.204697965495574286e-01,9.581625187162984281e-01
9.184177510130966393e-01,6.473207862570904414e-01,9.320216506808923773e-01
2.106392845626793298e-01,1.887666589272433137e-01,6.352833748713363482e-01
6.497141160611773492e-01,4.339785117200039011e-01,7.520239329145697038e-01
7.080587797521794569e-01,3.490715376103092904e-02,6.098949920794419777e-01
